regime	candidate	kind	iteration	sample	side	field	value	unit
gentle	1	residual_trace	2			geometry.surface_arc_valid	0	relative
gentle	1	residual_trace	2			geometry.valid	0	relative
gentle	1	residual_trace	2			geometry.volume	0.012597765334386527	relative
gentle	1	residual_trace	2			geometry.volume_face	0.012597765334386527	relative
gentle	1	residual_trace	2			geometry.vpr_cell	0.013129811067887281	relative
gentle	1	residual_trace	2			geometry.vpr_face	0.013090793357282301	relative
gentle	1	residual_trace	2			source.radial_grid	0	relative
gentle	1	residual_trace	2			source.phi_boundary	0.012600344284226793	relative
gentle	1	residual_trace	2			source.axis_reference	0.0035267626017672629	relative
gentle	1	residual_trace	2			source.boundary_reference	0.0033233125736185976	relative
gentle	1	residual_trace	2			source.boundary_field_function	0	relative
gentle	1	residual_trace	2			source.boundary_pressure	0.5	relative
gentle	1	residual_trace	2			source.ff_prime	0.20831845334834562	relative
gentle	1	residual_trace	2			source.p_prime	0.25035921925034271	relative
gentle	1	residual_trace	3			geometry.radial_grid	0	relative
gentle	1	residual_trace	3			geometry.phi_boundary	0.0092985698960074362	relative
gentle	1	residual_trace	3			geometry.axis_reference	0.00072509840066721314	relative
gentle	1	residual_trace	3			geometry.boundary_reference	0.00066365871939635436	relative
gentle	1	residual_trace	3			geometry.b2_cell	0.0021912903636174298	relative
gentle	1	residual_trace	3			geometry.b2_face	0.0021695649842828854	relative
gentle	1	residual_trace	3			geometry.clipped_vertex_capacity	0	relative
gentle	1	residual_trace	3			geometry.clipped_vertex_count_max	0	relative
gentle	1	residual_trace	3			geometry.clipped_vertex_count_required	0	relative
gentle	1	residual_trace	3			geometry.delta_lower_face	0.45500915267653674	relative
gentle	1	residual_trace	3			geometry.delta_upper_face	0.45500915267585412	relative
gentle	1	residual_trace	3			geometry.elongation_face	0.00090328220605043392	relative
gentle	1	residual_trace	3			geometry.f_cell	0.00038472333735382474	relative
gentle	1	residual_trace	3			geometry.f_face	0.0004230228146276512	relative
gentle	1	residual_trace	3			geometry.flux_sign	0	relative
gentle	1	residual_trace	3			geometry.g2_face	0.0086920487490447541	relative
gentle	1	residual_trace	3			geometry.g3_cell	0.0017228196028438066	relative
gentle	1	residual_trace	3			geometry.g3_face	0.0017081706392457082	relative
gentle	1	residual_trace	3			geometry.grad_psi2_face	0.0082864231844032212	relative
gentle	1	residual_trace	3			geometry.grad_psi2_over_r2_face	0.0064173227199666926	relative
gentle	1	residual_trace	3			geometry.grad_psi_face	0.0042313189264047779	relative
gentle	1	residual_trace	3			geometry.gradient_moment_scale	0	relative
gentle	1	residual_trace	3			geometry.int_dl_over_bp_face	0.0049349380617203656	relative
gentle	1	residual_trace	3			geometry.inv_b2_face	0.0023034895055405718	relative
gentle	1	residual_trace	3			geometry.inv_r_cell	0.00092166029952939525	relative
gentle	1	residual_trace	3			geometry.inv_r_face	0.00088109817416816511	relative
gentle	1	residual_trace	3			geometry.ip_amperes	0.004047924107752795	relative
gentle	1	residual_trace	3			geometry.ip_profile_face	0.0033466209430582229	relative
gentle	1	residual_trace	3			geometry.psi_face	0.00072509840066721314	relative
gentle	1	residual_trace	3			geometry.psi_n_cell	0.00033901338909955291	relative
gentle	1	residual_trace	3			geometry.psi_n_face	0.00029445978517361748	relative
gentle	1	residual_trace	3			geometry.q_face	0.0064108140083514852	relative
gentle	1	residual_trace	3			geometry.r0	0.00099628113542440857	relative
gentle	1	residual_trace	3			geometry.r_in_face	0.0015656967881108898	relative
gentle	1	residual_trace	3			geometry.r_out_face	0.0006813620480019424	relative
gentle	1	residual_trace	3			geometry.rho_cell	0	relative
gentle	1	residual_trace	3			geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	residual_trace	3			geometry.surface_arc_first_invalid_level	0	relative
gentle	1	residual_trace	3			geometry.surface_arc_invalid_count	0	relative
gentle	1	residual_trace	3			geometry.surface_arc_max_coarea_weight	0.0056077037225291436	relative
gentle	1	residual_trace	3			geometry.surface_arc_min_ordinate_derivative	0.00042754160183126926	relative
gentle	1	residual_trace	3			geometry.surface_arc_valid	0	relative
gentle	1	residual_trace	3			geometry.valid	0	relative
gentle	1	residual_trace	3			geometry.volume	0.0077307361192697566	relative
gentle	1	residual_trace	3			geometry.volume_face	0.0077307361192697566	relative
gentle	1	residual_trace	3			geometry.vpr_cell	0.0078786660973316058	relative
gentle	1	residual_trace	3			geometry.vpr_face	0.0078360937423197097	relative
gentle	1	residual_trace	3			source.radial_grid	0	relative
gentle	1	residual_trace	3			source.phi_boundary	0.01390937596073848	relative
gentle	1	residual_trace	3			source.axis_reference	0.0030601562681858291	relative
gentle	1	residual_trace	3			source.boundary_reference	0.0028770776601915503	relative
gentle	1	residual_trace	3			source.boundary_field_function	0	relative
gentle	1	residual_trace	3			source.boundary_pressure	0.24999999999999992	relative
gentle	1	residual_trace	3			source.ff_prime	0.10114936661411146	relative
gentle	1	residual_trace	3			source.p_prime	0.12515396593261019	relative
gentle	1	residual_trace	4			geometry.radial_grid	0	relative
gentle	1	residual_trace	4			geometry.phi_boundary	0.0056981781442206675	relative
gentle	1	residual_trace	4			geometry.axis_reference	7.6500309767042183e-06	relative
gentle	1	residual_trace	4			geometry.boundary_reference	1.2998058641940916e-05	relative
gentle	1	residual_trace	4			geometry.b2_cell	0.0011598644812257889	relative
gentle	1	residual_trace	4			geometry.b2_face	0.0011474298464937819	relative
gentle	1	residual_trace	4			geometry.clipped_vertex_capacity	0	relative
gentle	1	residual_trace	4			geometry.clipped_vertex_count_max	0	relative
gentle	1	residual_trace	4			geometry.clipped_vertex_count_required	0	relative
gentle	1	residual_trace	4			geometry.delta_lower_face	0.23452428075438966	relative
gentle	1	residual_trace	4			geometry.delta_upper_face	0.23452428075383941	relative
gentle	1	residual_trace	4			geometry.elongation_face	0.00053122384892010874	relative
gentle	1	residual_trace	4			geometry.f_cell	0.00016594112267272738	relative
gentle	1	residual_trace	4			geometry.f_face	0.00018397554209194272	relative
gentle	1	residual_trace	4			geometry.flux_sign	0	relative
gentle	1	residual_trace	4			geometry.g2_face	0.0053323337783352572	relative
gentle	1	residual_trace	4			geometry.g3_cell	0.0010045538400901743	relative
gentle	1	residual_trace	4			geometry.g3_face	0.0010097247112635659	relative
gentle	1	residual_trace	4			geometry.grad_psi2_face	0.0058959812453363465	relative
gentle	1	residual_trace	4			geometry.grad_psi2_over_r2_face	0.0048600809454272696	relative
gentle	1	residual_trace	4			geometry.grad_psi_face	0.0030483386304939941	relative
gentle	1	residual_trace	4			geometry.gradient_moment_scale	0	relative
gentle	1	residual_trace	4			geometry.int_dl_over_bp_face	0.0035410766825690245	relative
gentle	1	residual_trace	4			geometry.inv_b2_face	0.0012106003514234759	relative
gentle	1	residual_trace	4			geometry.inv_r_cell	0.00052844632102238523	relative
gentle	1	residual_trace	4			geometry.inv_r_face	0.00051184985353665714	relative
gentle	1	residual_trace	4			geometry.ip_amperes	0.0018872543562334784	relative
gentle	1	residual_trace	4			geometry.ip_profile_face	0.0015641191516305262	relative
gentle	1	residual_trace	4			geometry.psi_face	3.9135241610357877e-05	relative
gentle	1	residual_trace	4			geometry.psi_n_cell	0.00018633548994890847	relative
gentle	1	residual_trace	4			geometry.psi_n_face	0.00016419919876775602	relative
gentle	1	residual_trace	4			geometry.q_face	0.0045325173368824896	relative
gentle	1	residual_trace	4			geometry.r0	0.00055704670049032574	relative
gentle	1	residual_trace	4			geometry.r_in_face	0.00096743867308488843	relative
gentle	1	residual_trace	4			geometry.r_out_face	0.00036942619269569968	relative
gentle	1	residual_trace	4			geometry.rho_cell	0	relative
gentle	1	residual_trace	4			geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	residual_trace	4			geometry.surface_arc_first_invalid_level	0	relative
gentle	1	residual_trace	4			geometry.surface_arc_invalid_count	0	relative
gentle	1	residual_trace	4			geometry.surface_arc_max_coarea_weight	0.0016807760859007246	relative
gentle	1	residual_trace	4			geometry.surface_arc_min_ordinate_derivative	0.00036069646832361457	relative
gentle	1	residual_trace	4			geometry.surface_arc_valid	0	relative
gentle	1	residual_trace	4			geometry.valid	0	relative
gentle	1	residual_trace	4			geometry.volume	0.0047500590917544201	relative
gentle	1	residual_trace	4			geometry.volume_face	0.0047500590917544201	relative
gentle	1	residual_trace	4			geometry.vpr_cell	0.0047494029987311124	relative
gentle	1	residual_trace	4			geometry.vpr_face	0.0047135249162765435	relative
gentle	1	residual_trace	4			source.radial_grid	0	relative
gentle	1	residual_trace	4			source.phi_boundary	0.011593204386737031	relative
gentle	1	residual_trace	4			source.axis_reference	0.0018922038942273147	relative
gentle	1	residual_trace	4			source.boundary_reference	0.001770000829198059	relative
gentle	1	residual_trace	4			source.boundary_field_function	0	relative
gentle	1	residual_trace	4			source.boundary_pressure	0.12499999999999996	relative
gentle	1	residual_trace	4			source.ff_prime	0.048659448572496912	relative
gentle	1	residual_trace	4			source.p_prime	0.062550985734941306	relative
gentle	1	residual_trace	5			geometry.radial_grid	0	relative
gentle	1	residual_trace	5			geometry.phi_boundary	0.0034969964909429122	relative
gentle	1	residual_trace	5			geometry.axis_reference	0.00021568633432681334	relative
gentle	1	residual_trace	5			geometry.boundary_reference	0.00022104819211110871	relative
gentle	1	residual_trace	5			geometry.b2_cell	0.00063305683051466703	relative
gentle	1	residual_trace	5			geometry.b2_face	0.00063534027414252452	relative
gentle	1	residual_trace	5			geometry.clipped_vertex_capacity	0	relative
gentle	1	residual_trace	5			geometry.clipped_vertex_count_max	0	relative
gentle	1	residual_trace	5			geometry.clipped_vertex_count_required	0	relative
gentle	1	residual_trace	5			geometry.delta_lower_face	0.12137886616668318	relative
gentle	1	residual_trace	5			geometry.delta_upper_face	0.1213788661664084	relative
gentle	1	residual_trace	5			geometry.elongation_face	0.0003312918295846597	relative
gentle	1	residual_trace	5			geometry.f_cell	6.6739331821259027e-05	relative
gentle	1	residual_trace	5			geometry.f_face	7.5081310878607289e-05	relative
gentle	1	residual_trace	5			geometry.flux_sign	0	relative
gentle	1	residual_trace	5			geometry.g2_face	0.0032749370150666674	relative
gentle	1	residual_trace	5			geometry.g3_cell	0.00063036109069455849	relative
gentle	1	residual_trace	5			geometry.g3_face	0.00065767098842982471	relative
gentle	1	residual_trace	5			geometry.grad_psi2_face	0.0040259253353816249	relative
gentle	1	residual_trace	5			geometry.grad_psi2_over_r2_face	0.0034457347395646944	relative
gentle	1	residual_trace	5			geometry.grad_psi_face	0.0020982353731210639	relative
gentle	1	residual_trace	5			geometry.gradient_moment_scale	0	relative
gentle	1	residual_trace	5			geometry.int_dl_over_bp_face	0.0024337643970165101	relative
gentle	1	residual_trace	5			geometry.inv_b2_face	0.00064260630074205983	relative
gentle	1	residual_trace	5			geometry.inv_r_cell	0.00030593837974216839	relative
gentle	1	residual_trace	5			geometry.inv_r_face	0.00030427610827685311	relative
gentle	1	residual_trace	5			geometry.ip_amperes	0.00085635495799711613	relative
gentle	1	residual_trace	5			geometry.ip_profile_face	0.00071452995756345159	relative
gentle	1	residual_trace	5			geometry.psi_face	0.00022186535284088535	relative
gentle	1	residual_trace	5			geometry.psi_n_cell	0.00010298038547060004	relative
gentle	1	residual_trace	5			geometry.psi_n_face	9.2128746860264954e-05	relative
gentle	1	residual_trace	5			geometry.q_face	0.0030865216218565164	relative
gentle	1	residual_trace	5			geometry.r0	0.00031482163756721713	relative
gentle	1	residual_trace	5			geometry.r_in_face	0.00059758652445802518	relative
gentle	1	residual_trace	5			geometry.r_out_face	0.00020248454536929604	relative
gentle	1	residual_trace	5			geometry.rho_cell	0	relative
gentle	1	residual_trace	5			geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	residual_trace	5			geometry.surface_arc_first_invalid_level	0	relative
gentle	1	residual_trace	5			geometry.surface_arc_invalid_count	0	relative
gentle	1	residual_trace	5			geometry.surface_arc_max_coarea_weight	0.00014516574004635118	relative
gentle	1	residual_trace	5			geometry.surface_arc_min_ordinate_derivative	0.00028711539945666062	relative
gentle	1	residual_trace	5			geometry.surface_arc_valid	0	relative
gentle	1	residual_trace	5			geometry.valid	0	relative
gentle	1	residual_trace	5			geometry.volume	0.002921672048022531	relative
gentle	1	residual_trace	5			geometry.volume_face	0.002921672048022531	relative
gentle	1	residual_trace	5			geometry.vpr_cell	0.0028747283555422068	relative
gentle	1	residual_trace	5			geometry.vpr_face	0.0028476106448943081	relative
gentle	1	residual_trace	5			source.radial_grid	0	relative
gentle	1	residual_trace	5			source.phi_boundary	0.0086372695438200961	relative
gentle	1	residual_trace	5			source.axis_reference	0.00094992335836447143	relative
gentle	1	residual_trace	5			source.boundary_reference	0.00087850709472142628	relative
gentle	1	residual_trace	5			source.boundary_field_function	0	relative
gentle	1	residual_trace	5			source.boundary_pressure	0.062499999999999979	relative
gentle	1	residual_trace	5			source.ff_prime	0.02314430544088749	relative
gentle	1	residual_trace	5			source.p_prime	0.031253892406703863	relative
gentle	1	residual_trace	6			geometry.radial_grid	0	relative
gentle	1	residual_trace	6			geometry.phi_boundary	0.0021488800999918999	relative
gentle	1	residual_trace	6			geometry.axis_reference	0.00024346615307900283	relative
gentle	1	residual_trace	6			geometry.boundary_reference	0.00024378820391981126	relative
gentle	1	residual_trace	6			geometry.b2_cell	0.00039295842585665241	relative
gentle	1	residual_trace	6			geometry.b2_face	0.00041003549841008306	relative
gentle	1	residual_trace	6			geometry.clipped_vertex_capacity	0	relative
gentle	1	residual_trace	6			geometry.clipped_vertex_count_max	0	relative
gentle	1	residual_trace	6			geometry.clipped_vertex_count_required	0	relative
gentle	1	residual_trace	6			geometry.delta_lower_face	0.063153381130314573	relative
gentle	1	residual_trace	6			geometry.delta_upper_face	0.063153381130372832	relative
gentle	1	residual_trace	6			geometry.elongation_face	0.0002160978576580037	relative
gentle	1	residual_trace	6			geometry.f_cell	2.3385926328425062e-05	relative
gentle	1	residual_trace	6			geometry.f_face	2.714721559911107e-05	relative
gentle	1	residual_trace	6			geometry.flux_sign	0	relative
gentle	1	residual_trace	6			geometry.g2_face	0.002013410302959138	relative
gentle	1	residual_trace	6			geometry.g3_cell	0.00040661826506702055	relative
gentle	1	residual_trace	6			geometry.g3_face	0.00042638930640159442	relative
gentle	1	residual_trace	6			geometry.grad_psi2_face	0.0026765701216696822	relative
gentle	1	residual_trace	6			geometry.grad_psi2_over_r2_face	0.0023481359175559612	relative
gentle	1	residual_trace	6			geometry.grad_psi_face	0.0014027148373645759	relative
gentle	1	residual_trace	6			geometry.gradient_moment_scale	0	relative
gentle	1	residual_trace	6			geometry.int_dl_over_bp_face	0.0016267097685835272	relative
gentle	1	residual_trace	6			geometry.inv_b2_face	0.00034602004334089635	relative
gentle	1	residual_trace	6			geometry.inv_r_cell	0.00018562322480673044	relative
gentle	1	residual_trace	6			geometry.inv_r_face	0.00018879790026466069	relative
gentle	1	residual_trace	6			geometry.ip_amperes	0.00037303319964748885	relative
gentle	1	residual_trace	6			geometry.ip_profile_face	0.00031562121626409743	relative
gentle	1	residual_trace	6			geometry.psi_face	0.00024592350942762942	relative
gentle	1	residual_trace	6			geometry.psi_n_cell	5.7195661426849377e-05	relative
gentle	1	residual_trace	6			geometry.psi_n_face	5.1980897928349812e-05	relative
gentle	1	residual_trace	6			geometry.q_face	0.0020503497801553036	relative
gentle	1	residual_trace	6			geometry.r0	0.00017981065229600275	relative
gentle	1	residual_trace	6			geometry.r_in_face	0.00036910644800987639	relative
gentle	1	residual_trace	6			geometry.r_out_face	0.00011224788950396911	relative
gentle	1	residual_trace	6			geometry.rho_cell	0	relative
gentle	1	residual_trace	6			geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	residual_trace	6			geometry.surface_arc_first_invalid_level	0	relative
gentle	1	residual_trace	6			geometry.surface_arc_invalid_count	0	relative
gentle	1	residual_trace	6			geometry.surface_arc_max_coarea_weight	0.0003570327000379044	relative
gentle	1	residual_trace	6			geometry.surface_arc_min_ordinate_derivative	0.00021648297387153961	relative
gentle	1	residual_trace	6			geometry.surface_arc_valid	0	relative
gentle	1	residual_trace	6			geometry.valid	0	relative
gentle	1	residual_trace	6			geometry.volume	0.0017986386570150261	relative
gentle	1	residual_trace	6			geometry.volume_face	0.0017986386570150261	relative
gentle	1	residual_trace	6			geometry.vpr_cell	0.0017462095937333247	relative
gentle	1	residual_trace	6			geometry.vpr_face	0.0017269000250288548	relative
gentle	1	residual_trace	6			source.radial_grid	0	relative
gentle	1	residual_trace	6			source.phi_boundary	0.006062631266871607	relative
gentle	1	residual_trace	6			source.axis_reference	0.00036715810751188684	relative
gentle	1	residual_trace	6			source.boundary_reference	0.00032876578784667452	relative
gentle	1	residual_trace	6			source.boundary_field_function	0	relative
gentle	1	residual_trace	6			source.boundary_pressure	0.031250000000000062	relative
gentle	1	residual_trace	6			source.ff_prime	0.010846981677202872	relative
gentle	1	residual_trace	6			source.p_prime	0.015610578166764475	relative
gentle	1	residual_trace	7			geometry.radial_grid	0	relative
gentle	1	residual_trace	7			geometry.phi_boundary	0.00132192113734045	relative
gentle	1	residual_trace	7			geometry.axis_reference	0.00020549343048485662	relative
gentle	1	residual_trace	7			geometry.boundary_reference	0.00020459482646455031	relative
gentle	1	residual_trace	7			geometry.b2_cell	0.00025047563232861829	relative
gentle	1	residual_trace	7			geometry.b2_face	0.00026214875829010592	relative
gentle	1	residual_trace	7			geometry.clipped_vertex_capacity	0	relative
gentle	1	residual_trace	7			geometry.clipped_vertex_count_max	0	relative
gentle	1	residual_trace	7			geometry.clipped_vertex_count_required	0	relative
gentle	1	residual_trace	7			geometry.delta_lower_face	0.033069976727440283	relative
gentle	1	residual_trace	7			geometry.delta_upper_face	0.033069976727423483	relative
gentle	1	residual_trace	7			geometry.elongation_face	0.00015517867074861543	relative
gentle	1	residual_trace	7			geometry.f_cell	5.5467143618058118e-06	relative
gentle	1	residual_trace	7			geometry.f_face	7.1783229579939395e-06	relative
gentle	1	residual_trace	7			geometry.flux_sign	0	relative
gentle	1	residual_trace	7			geometry.g2_face	0.0012389414464340867	relative
gentle	1	residual_trace	7			geometry.g3_cell	0.00025984055932729239	relative
gentle	1	residual_trace	7			geometry.g3_face	0.00027353720577525856	relative
gentle	1	residual_trace	7			geometry.grad_psi2_face	0.0017470951350622688	relative
gentle	1	residual_trace	7			geometry.grad_psi2_over_r2_face	0.0015592195119889516	relative
gentle	1	residual_trace	7			geometry.grad_psi_face	0.00091926120912402083	relative
gentle	1	residual_trace	7			geometry.gradient_moment_scale	0	relative
gentle	1	residual_trace	7			geometry.int_dl_over_bp_face	0.001066643950081848	relative
gentle	1	residual_trace	7			geometry.inv_b2_face	0.00018831569936635757	relative
gentle	1	residual_trace	7			geometry.inv_r_cell	0.00011909269119128746	relative
gentle	1	residual_trace	7			geometry.inv_r_face	0.00012173087261686818	relative
gentle	1	residual_trace	7			geometry.ip_amperes	0.00015187547157686671	relative
gentle	1	residual_trace	7			geometry.ip_profile_face	0.00014415444977970503	relative
gentle	1	residual_trace	7			geometry.psi_face	0.0002064136545283018	relative
gentle	1	residual_trace	7			geometry.psi_n_cell	3.2490015626832506e-05	relative
gentle	1	residual_trace	7			geometry.psi_n_face	2.9472604146318915e-05	relative
gentle	1	residual_trace	7			geometry.q_face	0.0013386885215424089	relative
gentle	1	residual_trace	7			geometry.r0	0.00010374024650499881	relative
gentle	1	residual_trace	7			geometry.r_in_face	0.00022799848960854501	relative
gentle	1	residual_trace	7			geometry.r_out_face	6.2945023072596813e-05	relative
gentle	1	residual_trace	7			geometry.rho_cell	0	relative
gentle	1	residual_trace	7			geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	residual_trace	7			geometry.surface_arc_first_invalid_level	0	relative
gentle	1	residual_trace	7			geometry.surface_arc_invalid_count	0	relative
gentle	1	residual_trace	7			geometry.surface_arc_max_coarea_weight	0.00044388029598061454	relative
gentle	1	residual_trace	7			geometry.surface_arc_min_ordinate_derivative	7.0430934971403347e-05	relative
gentle	1	residual_trace	7			geometry.surface_arc_valid	0	relative
gentle	1	residual_trace	7			geometry.valid	0	relative
gentle	1	residual_trace	7			geometry.volume	0.0011080874453484975	relative
gentle	1	residual_trace	7			geometry.volume_face	0.0011080874453484975	relative
gentle	1	residual_trace	7			geometry.vpr_cell	0.0010639393634615381	relative
gentle	1	residual_trace	7			geometry.vpr_face	0.0010506913669574265	relative
gentle	1	residual_trace	7			source.radial_grid	0	relative
gentle	1	residual_trace	7			source.phi_boundary	0.0041036508764430487	relative
gentle	1	residual_trace	7			source.axis_reference	6.185350683412368e-05	relative
gentle	1	residual_trace	7			source.boundary_reference	4.2493971727954119e-05	relative
gentle	1	residual_trace	7			source.boundary_field_function	0	relative
gentle	1	residual_trace	7			source.boundary_pressure	0.015625000000000031	relative
gentle	1	residual_trace	7			source.ff_prime	0.0049819097882433218	relative
gentle	1	residual_trace	7			source.p_prime	0.0077935257723347083	relative
gentle	1	residual_trace	8			geometry.radial_grid	0	relative
gentle	1	residual_trace	8			geometry.phi_boundary	0.0008139541541327687	relative
gentle	1	residual_trace	8			geometry.axis_reference	0.00015446514433584721	relative
gentle	1	residual_trace	8			geometry.boundary_reference	0.00015358783397738637	relative
gentle	1	residual_trace	8			geometry.b2_cell	0.00015862257445809559	relative
gentle	1	residual_trace	8			geometry.b2_face	0.00016641679917276479	relative
gentle	1	residual_trace	8			geometry.clipped_vertex_capacity	0	relative
gentle	1	residual_trace	8			geometry.clipped_vertex_count_max	0	relative
gentle	1	residual_trace	8			geometry.clipped_vertex_count_required	0	relative
gentle	1	residual_trace	8			geometry.delta_lower_face	0.017446998652218382	relative
gentle	1	residual_trace	8			geometry.delta_upper_face	0.017446998651825529	relative
gentle	1	residual_trace	8			geometry.elongation_face	0.00010658510252815779	relative
gentle	1	residual_trace	8			geometry.f_cell	2.7857993798885147e-06	relative
gentle	1	residual_trace	8			geometry.f_face	2.9382372520026839e-06	relative
gentle	1	residual_trace	8			geometry.flux_sign	0	relative
gentle	1	residual_trace	8			geometry.g2_face	0.00076296423403532897	relative
gentle	1	residual_trace	8			geometry.g3_cell	0.00016487891791240706	relative
gentle	1	residual_trace	8			geometry.g3_face	0.00017409889832445882	relative
gentle	1	residual_trace	8			geometry.grad_psi2_face	0.0011255035684663475	relative
gentle	1	residual_trace	8			geometry.grad_psi2_over_r2_face	0.0010169509735030542	relative
gentle	1	residual_trace	8			geometry.grad_psi_face	0.00059395747014298129	relative
gentle	1	residual_trace	8			geometry.gradient_moment_scale	0	relative
gentle	1	residual_trace	8			geometry.int_dl_over_bp_face	0.00068988463219102358	relative
gentle	1	residual_trace	8			geometry.inv_b2_face	0.0001058959055425742	relative
gentle	1	residual_trace	8			geometry.inv_r_cell	7.5797930221442537e-05	relative
gentle	1	residual_trace	8			geometry.inv_r_face	7.7774831136271627e-05	relative
gentle	1	residual_trace	8			geometry.ip_amperes	5.4251020736816635e-05	relative
gentle	1	residual_trace	8			geometry.ip_profile_face	0.00010906356882024666	relative
gentle	1	residual_trace	8			geometry.psi_face	0.00015478143439604991	relative
gentle	1	residual_trace	8			geometry.psi_n_cell	1.8712693254118946e-05	relative
gentle	1	residual_trace	8			geometry.psi_n_face	1.6780039905794908e-05	relative
gentle	1	residual_trace	8			geometry.q_face	0.00086319017752343238	relative
gentle	1	residual_trace	8			geometry.r0	6.0419352783600244e-05	relative
gentle	1	residual_trace	8			geometry.r_in_face	0.0001408532049437283	relative
gentle	1	residual_trace	8			geometry.r_out_face	3.5701346634805308e-05	relative
gentle	1	residual_trace	8			geometry.rho_cell	0	relative
gentle	1	residual_trace	8			geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	residual_trace	8			geometry.surface_arc_first_invalid_level	0	relative
gentle	1	residual_trace	8			geometry.surface_arc_invalid_count	0	relative
gentle	1	residual_trace	8			geometry.surface_arc_max_coarea_weight	0.00038589280960116577	relative
gentle	1	residual_trace	8			geometry.surface_arc_min_ordinate_derivative	0.00011523263473450536	relative
gentle	1	residual_trace	8			geometry.surface_arc_valid	0	relative
gentle	1	residual_trace	8			geometry.valid	0	relative
gentle	1	residual_trace	8			geometry.volume	0.00068307580961591034	relative
gentle	1	residual_trace	8			geometry.volume_face	0.00068307580961591034	relative
gentle	1	residual_trace	8			geometry.vpr_cell	0.00064991343089491915	relative
gentle	1	residual_trace	8			geometry.vpr_face	0.0006410485629299215	relative
gentle	1	residual_trace	8			source.radial_grid	0	relative
gentle	1	residual_trace	8			source.phi_boundary	0.0027118660920291771	relative
gentle	1	residual_trace	8			source.axis_reference	7.182218305241767e-05	relative
gentle	1	residual_trace	8			source.boundary_reference	8.1052149482244382e-05	relative
gentle	1	residual_trace	8			source.boundary_field_function	0	relative
gentle	1	residual_trace	8			source.boundary_pressure	0.0078125000000000156	relative
gentle	1	residual_trace	8			source.ff_prime	0.0022224301975440324	relative
gentle	1	residual_trace	8			source.p_prime	0.0038885926185134199	relative
gentle	1	residual_trace	9			geometry.radial_grid	0	relative
gentle	1	residual_trace	9			geometry.phi_boundary	0.00050156689962633518	relative
gentle	1	residual_trace	9			geometry.axis_reference	0.00010916412985517037	relative
gentle	1	residual_trace	9			geometry.boundary_reference	0.00010859126483515511	relative
gentle	1	residual_trace	9			geometry.b2_cell	9.9956095038208656e-05	relative
gentle	1	residual_trace	9			geometry.b2_face	0.00010507370666084661	relative
gentle	1	residual_trace	9			geometry.clipped_vertex_capacity	0	relative
gentle	1	residual_trace	9			geometry.clipped_vertex_count_max	0	relative
gentle	1	residual_trace	9			geometry.clipped_vertex_count_required	0	relative
gentle	1	residual_trace	9			geometry.delta_lower_face	0.0092831536471297878	relative
gentle	1	residual_trace	9			geometry.delta_upper_face	0.0092831536470790073	relative
gentle	1	residual_trace	9			geometry.elongation_face	7.1134426307789905e-05	relative
gentle	1	residual_trace	9			geometry.f_cell	3.286910118907583e-06	relative
gentle	1	residual_trace	9			geometry.f_face	3.4939197920053663e-06	relative
gentle	1	residual_trace	9			geometry.flux_sign	0	relative
gentle	1	residual_trace	9			geometry.g2_face	0.00047015620024157755	relative
gentle	1	residual_trace	9			geometry.g3_cell	0.00010406077623089002	relative
gentle	1	residual_trace	9			geometry.g3_face	0.0001101452085521627	relative
gentle	1	residual_trace	9			geometry.grad_psi2_face	0.00071808306616303241	relative
gentle	1	residual_trace	9			geometry.grad_psi2_over_r2_face	0.00065477319891643127	relative
gentle	1	residual_trace	9			geometry.grad_psi_face	0.00037980362246827745	relative
gentle	1	residual_trace	9			geometry.gradient_moment_scale	0	relative
gentle	1	residual_trace	9			geometry.int_dl_over_bp_face	0.00044172719501374858	relative
gentle	1	residual_trace	9			geometry.inv_b2_face	6.2390389854968773e-05	relative
gentle	1	residual_trace	9			geometry.inv_r_cell	4.7950316008024856e-05	relative
gentle	1	residual_trace	9			geometry.inv_r_face	4.9349619026374598e-05	relative
gentle	1	residual_trace	9			geometry.ip_amperes	1.3577102265288676e-05	relative
gentle	1	residual_trace	9			geometry.ip_profile_face	7.7277183503563025e-05	relative
gentle	1	residual_trace	9			geometry.psi_face	0.00010926013559823669	relative
gentle	1	residual_trace	9			geometry.psi_n_cell	1.0818222893249048e-05	relative
gentle	1	residual_trace	9			geometry.psi_n_face	1.0308875971171139e-05	relative
gentle	1	residual_trace	9			geometry.q_face	0.00055145714394101773	relative
gentle	1	residual_trace	9			geometry.r0	3.5494177364123757e-05	relative
gentle	1	residual_trace	9			geometry.r_in_face	8.70290020469586e-05	relative
gentle	1	residual_trace	9			geometry.r_out_face	2.0472489091449957e-05	relative
gentle	1	residual_trace	9			geometry.rho_cell	0	relative
gentle	1	residual_trace	9			geometry.surface_arc_first_invalid_cell	0	relative
gentle	1	residual_trace	9			geometry.surface_arc_first_invalid_level	0	relative
gentle	1	residual_trace	9			geometry.surface_arc_invalid_count	0	relative
gentle	1	residual_trace	9			geometry.surface_arc_max_coarea_weight	0.00029424567432359051	relative
