coil,phase,record_kind,point_group,point_group_raw,feature,feature_raw,axis,value,uncertainty,units,is_formula
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 7,Orig. TFGS Leg 7,y,-676.52,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 7,Orig. TFGS Leg 7,z,-4540.81,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 8,Orig. TFGS Leg 8,x,11037.68,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 8,Orig. TFGS Leg 8,y,-445.25,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 8,Orig. TFGS Leg 8,z,-3935.42,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 9,Orig. TFGS Leg 9,x,11037.44,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 9,Orig. TFGS Leg 9,y,414.69,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. TFGS Leg 9,Orig. TFGS Leg 9,z,-3955.41,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. UnknownFid.1,Orig. UnknownFid.1,x,3774.24,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. UnknownFid.1,Orig. UnknownFid.1,y,702.24,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. UnknownFid.1,Orig. UnknownFid.1,z,-6179.42,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. UnknownFid.2,Orig. UnknownFid.2,x,9295.56,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. UnknownFid.2,Orig. UnknownFid.2,y,-1674.65,0.15,mm,false
8,SSAT BR,fiducial,Fiducial,Fiducial,Orig. UnknownFid.2,Orig. UnknownFid.2,z,3879.3,0.15,mm,false
9,SSAT BR,fiducial,CCL,CCL,A,A,x,2712.13291547783,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,A,A,y,-0.3479964151438333,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,A,A,z,-3700.19821688358,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,B,B,x,2712.405719173614,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,B,B,y,0.4785666356368581,1.3,mm,false
