coil,phase,record_kind,point_group,point_group_raw,feature,feature_raw,axis,value,uncertainty,units,is_formula
4,FAT supplier,fiducial,Fiducial,Fiducial,P5-IOIS,P5-IOIS,z,-2154.55,0.1133229338367658,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P5-OIS,P5-OIS,x,7537.83,0.1422469681340877,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P5-OIS,P5-OIS,y,1367.29,0.1422469681340877,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P5-OIS,P5-OIS,z,-6355.68,0.1422469681340877,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P6-IIS,P6-IIS,x,3437.96,0.1086530975638016,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P6-IIS,P6-IIS,y,641.05,0.1086530975638016,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P6-IIS,P6-IIS,z,-5705.22,0.1086530975638016,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P6-IOIS,P6-IOIS,x,10040.95,0.1135660681780693,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P6-IOIS,P6-IOIS,y,1322.17,0.1135660681780693,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P6-IOIS,P6-IOIS,z,-3032.43,0.1135660681780693,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P6-TCC,P6-TCC,x,5782.82,0.1288876262459152,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P6-TCC,P6-TCC,y,-223.74,0.1288876262459152,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P6-TCC,P6-TCC,z,6935.3,0.1288876262459152,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P7-IOIS,P7-IOIS,x,9466.59,0.1304309250627976,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P7-IOIS,P7-IOIS,y,-1217.69,0.1304309250627976,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P7-IOIS,P7-IOIS,z,3928.03,0.1304309250627976,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P9-IIS,P9-IIS,x,4450.66,0.1289285192911025,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P9-IIS,P9-IIS,y,816.87,0.1289285192911025,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P9-IIS,P9-IIS,z,-5778.89,0.1289285192911025,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P9-OIS,P9-OIS,x,5989.7,0.1691699095430819,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P9-OIS,P9-OIS,y,-1092.68,0.1691699095430819,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,P9-OIS,P9-OIS,z,6120.61,0.1691699095430819,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_1,AP_BP_1,x,6011.24,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_1,AP_BP_1,y,297.23,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_1,AP_BP_1,z,-5766.38,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_2,AP_BP_2,x,6065.26,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_2,AP_BP_2,y,-336.46,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_2,AP_BP_2,z,-5753.41,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_3,AP_BP_3,x,9174.13,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_3,AP_BP_3,y,334.42,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_3,AP_BP_3,z,-3481.56,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_4,AP_BP_4,x,9186.33,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_4,AP_BP_4,y,-325.68,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_4,AP_BP_4,z,-3463.16,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_5,AP_BP_5,x,10277.05,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_5,AP_BP_5,y,348.09,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_5,AP_BP_5,z,-2.84,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_6,AP_BP_6,x,10276.62,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_6,AP_BP_6,y,-299.85,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_6,AP_BP_6,z,-1.85,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_7,AP_BP_7,x,8831.32,0.15,mm,false
