manifest_row,time_s,converged,qualified,candidate_node,candidate_node_r_m,candidate_node_z_m,sampled_flux_wb,fitted_anchor_r_m,fitted_anchor_z_m,fitted_anchor_flux_wb,quadratic_curvature,stationary_coordinate_m,bracket_length_m,tangent_at_wall_node,contour_closed,inside_vertex_count,boundary_vertex_count,containment_fraction,enclosed_area_m2,enclosed_area_ratio,trace_error,selected_by_public_read,selected_by_private_read,nearest_fully_contained_ratio_one,maximum_containment_candidate,public_contour_closed,selected_anchor_candidate_contour_closed,selected_anchor_candidate_containment_fraction,nearest_fully_contained_candidate_node,nearest_fully_contained_candidate_ratio,maximum_containment_fraction,maximum_containment_candidate_node
15,0.029999999329447746,True,False,21,0.4165000021457672,-1.5470000505447388,0.20162671586409914,0.5825902819633484,-1.5470000505447388,0.2378746889497499,-0.7959118917097321,0.4064474994797456,0.3591304324302078,False,True,39,64,0.609375,1.8980555595016506,2.499357432221093,,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,22,0.5825902819633484,-1.5470000505447388,0.2360927179678274,0.6150007783160574,-1.5741954152989646,0.23757434478450967,-0.8277114673648037,0.2083990039527326,0.4283582318333037,True,True,39,64,0.609375,1.903819552354074,2.5069474515452668,,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,23,0.7835000157356262,-1.7155816555023193,0.19752795731044606,0.7835000157356262,-1.7280815839767456,0.18127034964768274,0.16531827765168275,0.57586205212244,0.2747678804901488,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,24,0.7835000157356262,-1.7280815839767456,0.19625772449911086,0.7672990132181982,-1.7280815839767456,0.19566371343344266,2.2631365385538436,0.028700930991854324,0.23106926679611206,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,25,0.5649306774139404,-1.7280815839767456,0.2883458158588879,0.6077145241473969,-1.7280815839767456,0.2941443321522544,-3.167796117909736,0.17578549158822926,0.315487802028656,True,True,64,64,1.0,0.3211945454304372,0.42294861722657623,,False,False,True,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,26,0.5649306774139404,-1.8250000476837158,0.23231929306678914,1.447076775405631,-1.8250000476837158,-0.009378481558200868,0.3105929666037227,0.9790645616986609,1.4319877624511719,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,27,1.899999976158142,-1.8250000476837158,0.05433638126216255,1.899999976158142,-1.1950000524520874,-0.42705400453071685,0.007837737715830519,9.172132393086908,1.96506929397583,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,28,1.899999976158142,-1.1950000524520874,-0.019948124794521988,1.899999976158142,-1.2322636710182255,-0.020242882373280174,0.21227308369109385,0.5927363766654903,1.4900689125061035,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,29,1.039931058883667,-1.1950000524520874,0.15068061030003768,1.039931058883667,-1.0330003499984741,0.1661129372770106,-0.12751246466498786,1.2079568689011506,1.0220686197280884,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,30,1.039931058883667,-1.0330003499984741,0.1617068153169477,1.039931058883667,-1.0859207700444948,0.16510103627142644,-1.2119746747231614,0.10907928240759254,0.5299992561340332,True,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
