candidate,cell,radius_m,height_m,full_vertex_count,support_vertex_count,neighbour_count,analytic_m0_a,repaired_m0_a,relative_m0_error,fit_constraint_residual_a_m2,one_sided_condition
one_sided,422,8.144638793483235,-0.4973259503884221,6,4,5,-835.8728716724354,-1831.24452881982,1.1908170379495868,2.1827872842550278e-10,8.79696865561967
one_sided,424,8.149945180899623,-0.2452126253402609,6,5,6,-7408.6388056602145,-3885.626335705557,-0.47552763231797307,3.4924596548080444e-10,6.468956837543912
one_sided,426,8.149945180899623,0.00907747493194754,6,5,6,-14974.103575924,-9935.116834507053,-0.33651341570248283,4.0745362639427185e-10,6.07237291147168
one_sided,427,7.929723494132999,-0.8809378760207828,6,6,6,-9316.797640379642,-5540.525141237858,-0.40531872054139706,4.656612873077393e-10,6.649403752084687
one_sided,430,7.929723494132999,-0.626647775748574,6,7,6,-23567.253678428195,-28126.141726651913,0.19344163348131663,4.656612873077393e-10,5.562372778126336
one_sided,432,7.929723494132999,-0.37235767547636556,6,7,6,-29054.31703902323,-27698.434238471007,-0.04666717165408221,9.313225746154785e-10,5.472100096594506
one_sided,438,8.149945180899623,0.2633675752041569,6,5,6,-19177.471873078157,-17418.909666572952,-0.09169937612965143,1.3969838619232178e-09,5.850319622539705
one_sided,440,8.149945180899623,0.5176576754763653,6,5,6,-20259.652438482102,-19394.71779654284,-0.04269247187559684,8.149072527885437e-10,5.729448346017444
one_sided,442,8.149945180899623,0.7719477757485738,6,5,6,-18570.888754030304,-16169.78346231631,-0.1292940431401216,6.984919309616089e-10,5.766024074780172
one_sided,444,8.149945180899623,1.026237876020783,6,5,6,-13698.563348751539,-7829.61930043097,-0.4284350043798902,4.656612873077393e-10,6.003496817801585
one_sided,446,8.149945180899623,1.2805279762929915,6,5,6,-5800.42400608663,-3588.36952171345,-0.3813608250107195,4.3655745685100555e-10,6.451290575452483
one_sided,456,7.929723494132999,1.4076730264290962,6,7,6,-28695.041995845797,-28126.480862947734,-0.01981391534399476,9.313225746154785e-10,5.472904145802717
one_sided,458,8.14954945717306,1.5348115779080669,7,4,6,-335.89846174715274,-891.0954655753692,1.6528715283195923,1.6007106751203537e-10,7.27535271821792
one_sided,513,7.929723494132999,1.6619631267013046,6,7,6,-21665.417012922626,-23745.108504034557,0.09599129755367605,9.313225746154785e-10,5.4871963364986875
one_sided,516,7.929723494132999,1.916253226973513,6,4,6,-6961.769080500397,-4910.699389722073,-0.2946190353430823,4.656612873077393e-10,5.861359701181446
one_sided,518,7.709501807366374,2.0433982771096177,6,7,6,-26914.194466346686,-29571.840008090858,0.09874512666791023,2.3283064365386963e-10,5.472868205760906
one_sided,520,7.922022796754473,2.1669592221629217,6,3,5,0.0,2.2705267369095803,nan,1.6916601452976465e-10,8.479923551751254
one_sided,521,7.709501807366374,2.297688377381826,6,6,6,-10300.362920088084,-5596.238270042711,-0.4566950394409157,4.656612873077393e-10,5.663712977571792
